Name	Description	Adipose-Subcutaneous	Adipose-Visceral	Adrenal-Gland	Artery-Aorta	Artery-Coronary	Artery-Tibial	Bladder	Brain-Amygdala	Brain-Anterior-cingulate-cortex	Brain-Caudate	Brain-Cerebellar-Hemisphere	Brain-Cerebellum	Brain-Cortex	Brain-Frontal-Cortex	Brain-Hippocampus	Brain-Hypothalamus	Brain-Nucleus-accumbens	Brain-Putamen	Brain-Spinal-cord	Brain-Substantia-nigra	Breast-Mammary-Tissue	Cells-Cultured-fibroblasts	Cells-EBV-transformed-lymphocytes	Cervix-Ectocervix	Cervix-Endocervix	Colon-Sigmoid	Colon-Transverse	Esophagus-Gastroesophageal-Junction	Esophagus-Mucosa	Esophagus-Muscularis	Fallopian-Tube	Heart-Atrial-Appendage	Heart-Left-Ventricle	Kidney-Cortex	Kidney-Medulla	Liver	Lung	Minor-Salivary-Gland	Muscle-Skeletal	Nerve-Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin-Not-Sun-Exposed	Skin-Sun-Exposed	Small-Intestine-Terminal-Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole-Blood
ENSG00000225333.6	RP1-144F13.4	0	0	0	0	0	0	0	0.0783998	0.107131	0.0945091	0.181176	0.172034	0.125061	0.0823646	0.050634	0.0889867	0.161494	0.0559671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618678	0	0.153115	0	0	0	0	0	0	0.797166	0	0	0	0
ENSG00000198754.5	OXCT2	0.152748	0.157667	0.111782	0.224128	0.282204	0.202841	0.30437	0.299871	0.433201	0.216278	1.60026	1.38657	0.730547	0.796036	0.33166	0.276444	0.326308	0.219169	0.449858	0.2752	0.200428	0.317258	1.61061	0.266999	0.316231	0.346735	0.536563	0.30254	0.210561	0.282073	0.398146	1.28488	0.271272	0.134542	0.10681	0.116316	0.375566	0.246982	0.0685478	4.1482	0.866481	0.372463	0.798997	0.746603	0.456871	0.522188	0.643253	0.62458	0.278815	76.1989	1.01206	0.393779	0.320695	0.0819369
ENSG00000228477.1	RP3-342P20.2	0.439763	1.20837	0.199003	0.309822	0.399702	0.243867	1.07745	0.937498	0.89246	1.05234	0.568037	1.98497	2.97533	1.396	1.19923	1.30637	1.00458	0.866476	2.52882	1.56908	0.796039	1.21755	2.50988	0.821907	0.864714	1.25515	1.4379	0.355209	3.72521	0.40465	1.03489	0.273182	0.108384	0.690265	0.363379	11.976	7.03634	0.878268	0.177906	6.40845	1.42891	0.223575	3.43565	0.826225	29.8807	15.3949	2.87789	0.60819	0.419141	6.65638	2.96056	0.860283	5.41051	0.352219
ENSG00000231296.1	RP1-39G22.4	0.164087	0.107646	0	0.261048	0.0369292	0.165212	0.211029	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166488	0.270154	0.174289	0.20668	0.227309	0	0	0.153595	0.0882319	0	0.263605	0	0	0	0	0	0	0.152648	0	0.183419	0.138715	0	0	0	0.166003	0.132648	0.141775	0	0	0.127039	0	0.257273	0	0
ENSG00000213172.3	RP1-228H13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0890554	0	0	0	0	0	0	0	0	0	0	0.101988	0	0	0	0	0	0
ENSG00000215893.3	RPL23AP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0994116	0	0	0	0	0	0.105741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115025	0	0
ENSG00000235002.1	RP11-157D18.2	0	0	0	0	0	0	0	0	0	0	0.188964	0.225236	0.072288	0	0	0.063658	0	0	0	0	0	0	0.187495	0	0	0	0.099595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236655	0	0	0	0	0	0	0.0877174	0	0	0	0
ENSG00000230116.1	RP11-163G10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285366	0	0	0	0	0	0	0	0.0303454	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236876.3	TMSB4XP1	1.84814	1.47428	0.856324	1.79438	1.85079	1.44152	0.528708	0.401627	0.413885	0.424624	0.394961	0.390129	0.390111	0.485717	0.620192	0.616257	0.685127	0.496926	1.86289	0.744078	1.19603	1.68681	5.54383	1.17122	1.2665	0.603374	0.897237	0.99209	0.397637	0.96091	0.952149	0.422901	0.210399	0.453875	0.527032	0.161171	2.35747	0.518851	0.136316	1.4949	0.983845	0.21794	0.389638	0.6985	0.577454	0.573384	1.18909	1.98202	0.838988	0.21611	0.778576	1.4544	1.16508	1.98107
ENSG00000233674.2	RP11-184I16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224751.2	SHMT1P1	0	0	0	0	0	0	0	0	0	0	0	0.0394449	0	0	0	0	0	0	0	0	0	0	0.0213161	0.0575556	0.0541743	0	0	0	0	0	0	0	0	0	0	0.0196156	0	0	0	0.0371735	0.0504107	0	0	0	0	0	0	0	0	0.0411021	0	0	0	0
ENSG00000233514.1	RP11-570P14.1	0.255745	0.264628	0.190659	0.259052	0.245117	0.256329	0.192979	0.146558	0.144471	0.169015	0.272339	0.234369	0.19669	0.19346	0.164622	0.18169	0.157502	0.112936	0.177025	0.156259	0.281838	0.625393	1.3338	0.182179	0.274616	0.233908	0.21537	0.179354	0.345328	0.198785	0.357056	0.0845323	0.0731148	0.177361	0.595216	0.0780725	0.285452	0.190299	0.156031	0.314399	0.374684	0	0.31726	0.220238	0.250009	0.239052	0.200962	0.246982	0.177856	0.839995	0.274567	0.361141	0.31998	0
